date_time,comment/reply,name,url
"Aug-10-2023, 20:47:30","- bikini
- front angle
- if fully clothed, clothes should be tight fitting (e.g. sportswear)
- cute girls",Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115674
"Aug-10-2023, 20:48:28",This one please.,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115710
"Aug-10-2023, 20:48:34",Small time twitch streamer,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115713
"Aug-10-2023, 20:48:46",,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115727
"Aug-10-2023, 20:48:47",,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115729
"Aug-10-2023, 20:48:59",,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115740
"Aug-10-2023, 20:49:55",,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115785
"Aug-10-2023, 20:50:17","Please, my good anon",Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115802
"Aug-10-2023, 20:50:50",,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115827
"Aug-10-2023, 20:50:54",,Anonymous,http://boards.4chan.org/b/thread/904115674/nudify-thread#p904115832
