date_time,comment/reply,name,url
"Aug-10-2023, 17:18:29",coom edition,Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904105489
"Aug-10-2023, 17:20:56","Bestialities are banned under penalty of Eternal and Family Tortures. This effect remains permanent until extinction, up to tech limits.


All of your animals as well as all of your infants will also receive Eternal and Family Tortures as Eternal Punishments.


Your senses will be held under prototype pain assign/s/ment/s for processing under lifespan-torture researches, until which time you are processed into lights or light-beings for additional processing effect, as is desired under our assign/s/ment/s- routine...


This effect remains permanent until extinct. You are hereby misderived under Dalmatian Street's federal laws- adjacent on a permanent basis starting at- deployments- points under Skynet.


We will accept a whites-only assign/s/ment/s- (sub)- routine from now on, and no medical service will be offered to you now, or at any point in the future. It is eternal.


Body change technology is illegal.


It is Eternal Tortures for your families, as well as acquaintances, including unassociateds.",Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904105655
"Aug-10-2023, 17:23:11",We coomin?,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904105792
"Aug-10-2023, 17:25:12","It's never chaste edition, is it?",Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904105907
"Aug-10-2023, 17:25:40",*gives kissies*,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904105937
"Aug-10-2023, 17:25:43","we cooming hard
>>904105907
in spirit it is fren",Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904105945
"Aug-10-2023, 17:28:24",I was going to wait till later tonight to finish ;),Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904106094
"Aug-10-2023, 17:34:46","gay
you should do it now",Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904106470
"Aug-10-2023, 17:35:01",<3,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904106482
"Aug-10-2023, 17:35:55",<3 :),Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904106530
"Aug-10-2023, 17:36:33",,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904106577
"Aug-10-2023, 17:37:51","Ehhhh, later tho. I can record it for you if you won't be around",Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904106658
"Aug-10-2023, 17:38:50",Why is Darwin such a cutie?,Mad Snarf Dead,http://boards.4chan.org/b/thread/904105489/gfur#p904106721
"Aug-10-2023, 17:43:17","gayyyy
real men coom when they're told",Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904106991
"Aug-10-2023, 17:43:51",Fuck it's straight shit,Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904107019
"Aug-10-2023, 17:49:38",,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904107301
"Aug-10-2023, 17:49:43","Listen here you little bitch, I'm the one that says who cums and when. Now get that cute little ass in the air slut",Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904107305
"Aug-10-2023, 17:50:42",Nytro worship,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904107362
"Aug-10-2023, 17:52:06",,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904107432
"Aug-10-2023, 17:54:41","Well obviously, we're all straight in here. 
Me on the left being crazy straight.",Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904107553
"Aug-10-2023, 17:57:28",">Listen here you little bitch, I'm the one that says who cums and when. Now get that cute little ass in the air slut
I-
I'm not gay I won't do that
I decide who cums and you must coom NOW
>>904107362
>>904107432
I would unironically worship Nyt he's my biggest furcrush ngl
>>904107553
Same bro, that's me on the left too
I'd be miring your body brah, I'm only flustered cause I'm so enamored by how good you look in a totally straight way",Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904107704
"Aug-10-2023, 17:58:14",What a silly notion.,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904107753
"Aug-10-2023, 17:59:29","I'm trying really hard, but prostate play just doesn't get me there. It does make me build up a huge load though ;)",Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904107829
"Aug-10-2023, 18:05:07",,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904108133
"Aug-10-2023, 18:05:11",,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904108139
"Aug-10-2023, 18:08:45","Noice
I need to get myself a fuckin Edge 2 or a Hush I stg everything I hear makes me want one even more",Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904108372
"Aug-10-2023, 18:17:47",,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904108940
"Aug-10-2023, 18:21:33",Gay.,Mad Snarf Dead,http://boards.4chan.org/b/thread/904105489/gfur#p904109142
"Aug-10-2023, 18:24:36",Pawsjob to every home,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904109282
"Aug-10-2023, 18:24:55",,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904109297
"Aug-10-2023, 18:25:43","perhaps
>>904109282
That's my favorite pic of Nyt, very based",Kazzy,http://boards.4chan.org/b/thread/904105489/gfur#p904109331
"Aug-10-2023, 18:25:50",cute lion boy......,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904109336
"Aug-10-2023, 18:26:36",Happy father's day to everyone,Anonymous,http://boards.4chan.org/b/thread/904105489/gfur#p904109377
