Date,Content,URL,Thread
"Jun-20-2023, 06:36:05",mango sticky rice edition. old threaddiscuss all things thailand related itt.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486883,Thailand_General
"Jun-20-2023, 06:48:43",shit is so good.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486896,Thailand_General
"Jun-20-2023, 06:49:44",sawatdee kaaa massage kaaa,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486897,Thailand_General
"Jun-20-2023, 06:59:03",it really fucking is. i inhale this stuff as well as mango smoothies around here. i just can't get enough mangos.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486909,Thailand_General
"Jun-20-2023, 07:06:44",i like the strawberry smoothies myself. there’s also a stall at jodd fairs that sells mojitos. i love to buy one with like 2-3 shots and just walk around the stalls buzzed.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486914,Thailand_General
"Jun-20-2023, 07:12:02",for me it's the fresh coconut at the beach,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486922,Thailand_General
"Jun-20-2023, 07:19:18",i like it when you're driving along and you pass a plantation and they're selling whole fruits or prepared fruits right outside like this.  it has totally ruined pineapple for me back home.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486930,Thailand_General
"Jun-20-2023, 07:28:22",**massajee kaa ftfy,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486938,Thailand_General
"Jun-20-2023, 07:34:35","it's been four years since i was last in thailand (chiang mai). what's it like over there right now? are masks and covid retardation still prominent? what about the weed scene, has it changed things? are things noticibly more expensive? i daily contemplate packing a bag and getting a one way ticket back over there, miss the place so much.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486944,Thailand_General
"Jun-20-2023, 07:45:16","you still see masks everywhere but no one cares if you don't wear it. some announcements on the metro say it is recommended still but most are not wearing one. at this point just assume masks are part of the asian wardrobe forever  weed shops everywhere but thankfully you never see people actually smoking it; contained to the shops and people's rooms.  people are always saying that prices have inflated, i wasnt around 4 years ago so i can't really say. its still like 30usd for a 3 star right in the center of the city, can load up with like 5 different dishes and fruit at the night market for less than 200baht if you dont get beef or shrimp. doesnt seem expensive to me.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486961,Thailand_General
"Jun-20-2023, 07:50:14",you can still get arrested for smoking weed in public. i don't know how often and strictly it's enforced but i wouldn't want to be the retard finding out. chiang mai fucks. it's my favorite place i've been in thailand so far.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486966,Thailand_General
"Jun-20-2023, 07:53:24",touristy places prices are high. if you go where the thais go the prices are normal. thai people are still broke as shit so they need to lower their prices to sell stuff to them.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486968,Thailand_General
"Jun-20-2023, 08:09:33","i'm in a different situation, been to thailand last fall and never before, so i can't compare. but, masks were visible, i never wore one. i wasn't asked about vaccine status or anything like that. i don't smoke weed, so not sure, but spoke to guys who were and they said the selection was good and it was easy access. i don't care :) things were not cheap. but i was in phuket, so very touristy. even there, you could get very good deals if you spent some time looking. the easier to find it was, the more overpriced. you could still eat great food for dirt cheap. never had any stomach issues and my stomach is quite sensitive.  overall the more time passes the more i want to visit again.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2486985,Thailand_General
"Jun-20-2023, 08:26:53","overall the more time passes the more i want to visit again.  get used to it. i went on a 'once in a lifetime trip' nearly a decade ago and keep going back. not a coomer either, i just love the place.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487000,Thailand_General
"Jun-20-2023, 08:28:08","i’ve eaten all kinds of street food. shrimp, bugs, squid, octopus, pork, chicken, fish, fruit, mystery meat. i’ve eaten raw beef, raw salmon, any kind of drink you can think of. never gotten sick. my gf said she only gets sick sometimes eating somtum. i had some today, didn’t get sick. the people that get food poisoning must be going to the sketchiest places and eating the sketchiest food. thai food seems completely safe. and given how ocd thais are about cleaning themselves, and seeing with my own eyes how they handle food, i honestly think the food here is safer to eat than it is in the us",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487002,Thailand_General
"Jun-20-2023, 08:34:07",same. never once had sickness or illness in thailand. food poisoning usually comes from uncooked food and/or dirty people. you will find neither in thailand.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487004,Thailand_General
"Jun-20-2023, 08:36:05","som tum rules. i've been here a couple weeks and i've eaten more street food than anything else, and have had no issues either. i do avoid the stuff that's just sitting out with flies all over it though. those assholes transmit shit particles onto food.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487005,Thailand_General
"Jun-20-2023, 08:47:51","ive had my guts quickly evacuate a couple times from different stuff. piss out the rear for an hour or two and its over, never a big deal. perhaps if i was on a tour away from any toilet it could have been bad.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487013,Thailand_General
"Jun-20-2023, 08:51:08","i'm a skinny twink, i've literally been told i look like a girl. will thai girls still like me if i have a decent face and i'm tall",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487017,Thailand_General
"Jun-20-2023, 08:55:11",only one way to find out,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487020,Thailand_General
"Jun-20-2023, 08:55:45",where can i find the big booty thai girls in bangkok? i can only find skeletons walking around. i want a thicc thai girl. even a thicc milf.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487022,Thailand_General
"Jun-20-2023, 08:55:57",what’s the point of security at the mrt when they don’t check bags or give a shit about the metal detector and sometimes they aren’t even there? like what exactly are they being paid to do?,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487023,Thailand_General
"Jun-20-2023, 08:57:17",do you fuck without a rubber in thailand?,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487025,Thailand_General
"Jun-20-2023, 08:58:18",food poisoning usually comes from uncooked food and/or dirty people  hello sirs,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487027,Thailand_General
"Jun-20-2023, 09:06:15",miss japan go to the bars that cater to salarymen converse with the whores in nihongo theyre always incredibly confused but go along with it,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487035,Thailand_General
"Jun-20-2023, 09:17:04","yes and no, most girls offer the rubber if i don’t have one.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487040,Thailand_General
"Jun-20-2023, 09:49:51","any good ideas for first dates in bangkok? i figure going to the market to see if there's chemistry, then a bar, then my place. is there a better formula?",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487055,Thailand_General
"Jun-20-2023, 10:07:01","nope, that is the formula. thai people love shopping. there’s literally a mall every 10 feet for a good reason.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487071,Thailand_General
"Jun-20-2023, 10:10:22",definitely,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487075,Thailand_General
"Jun-20-2023, 10:17:04","basically just go somewhere trendy and not a tourist trap.  thong lor or nearby is a good area...toby's on sukhumvit 38, blooming gallery, patom or away from that area, somewhere like chata in chinatown.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487079,Thailand_General
"Jun-20-2023, 10:22:39",china town is good. there is also a new jodd fairs in lat phrao that is pretty trendy with thai locals right now. although i think the jodd fairs in rama ix is better.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487082,Thailand_General
"Jun-20-2023, 10:25:12",my place is on the opposite side of the river from china town. any suggestions on bars and places good to walk around in the general area?  is it normal or a flex to take a girl home with a grab car?  thanks anon appreciate the advice,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487083,Thailand_General
"Jun-20-2023, 10:26:12",where do i find these nihongo-speaking whores in bangkok?,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487084,Thailand_General
"Jun-20-2023, 10:34:50","yaowarat night market. i was there last weekend. tons of tasty street food. they have this bread with filling in it, so good. also this really spicy squid, i'd recommend it if you like spicy food. it had chilis and cilantro. one of my favorite things i've had in thailand. mostly filled with young locals or young farangs and their farang gfs. not a boomer in sight.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487087,Thailand_General
"Jun-20-2023, 10:38:24","thanks. i know i'm coming across helpless but any bars in the area you can recommend? i am very easily suckered by tourist trap shit when on the spot, so i am trying to figure out logistics now so the date goes smoothly. the idea is wander around china town, see if there's chemistry, then loosen up a bit more at a nice bar, then if it's right go back to my place.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487093,Thailand_General
"Jun-20-2023, 10:44:34","unfortunately i don't. i'm pretty sure they sell beer and soju at the market though. in my experience, if a thai woman wants to go on a date with you it's because she really likes you already for whatever reason. by all means make a good impression, but also relax a little. she probably wants your cock in her pussy already. and if you invite her to your place and she says no, don't take it as a rejection. she's probably doing it only to not come off as a slut or has some valid excuse like she has to be somewhere. if she accepts your invitation to your hotel/condo she 100% wants to fuck you.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487104,Thailand_General
"Jun-20-2023, 10:49:05","what if i ask her out (via tinder or some other app) and she's like ""oh... tee hee... oh i don't know..."" and never answers?",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487107,Thailand_General
"Jun-20-2023, 10:50:19",bro i just got here i have no idea what i'm doing. if what you say is true i dont think i can handle this.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487108,Thailand_General
"Jun-20-2023, 10:55:03",man wtf are you doing with your pics and profile? i don't get anywhere near that many likes and when i do they're just passive.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487115,Thailand_General
"Jun-20-2023, 10:58:34","you might already have been to patchworks near bang o/meeting mall. that's not a bad spot for dates.  lhong tou cafe in chinatown. couple of bars like tep bar, tax or haze. there are probably loads of new ones by now too, chinatown is super trendy at the moment.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487122,Thailand_General
"Jun-20-2023, 10:59:28",live in the us only match with fatties and single moms fly overseas literally too many to respond to i dont know what to tell you anon,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487123,Thailand_General
"Jun-20-2023, 11:01:00","how old are you? it was the same for me except i'm still matching with fatties and single moms in bangkok. plus ladyboys and working girls, if that counts.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487127,Thailand_General
"Jun-20-2023, 11:01:28",she's probably shy or just a dumb slut using tinder for validation like women in the west do.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487129,Thailand_General
"Jun-20-2023, 11:05:31","handle what, easy pussy? why not? if you sperg out and blow this date just date someone else. 7 years of trying online dating in the us has completely destroyed my confidence and coming to thailand and quickly finding a gf whose pussy is always wet and who always wants to fuck and tells me constantly how much she wants to marry me has completely restored my confidence in myself and allowed me to rediscover my self-worth.  odds are you are an attractive man and you're in a country where women don't take attractive, nice, kind gentlemanly men for granted. you'll be just fine.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487135,Thailand_General
"Jun-20-2023, 11:06:04","take better pictures of yourself. if you're a fatty, lose weight. be relatively young (under 35). it's that easy.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487136,Thailand_General
"Jun-20-2023, 11:25:00",fuck i hate online dating. i'm decent looking but i suck at photography/modeling so i have no chance.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487152,Thailand_General
"Jun-20-2023, 11:49:18","just don’t use selfies because they always look awful. get pictures with friends or family. or just have random people on the street take photos of you. thai people are friendly and happy to help, especially if you learn thai they will help you. just learn how to say “can you take a photo of me krap” and i guarantee 99% of people will help you.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487170,Thailand_General
"Jun-20-2023, 12:04:43",learn this phrase and nothing else ask stranger with your terrible and hardly understandable pronunciation they look at you and speak a bunch of thai you cant understand  just keep repeating until they take your picture or walk away kek,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487180,Thailand_General
"Jun-20-2023, 12:14:47",thai people are extremely impressed by farangs speaking any thai at all. some dude at a hotel in pattaya said “sawadeekrap” so i responded with “sawadeekrap” and he looked shocked then said “pud thai dai mai” (do you speak thai” and i said “neet noi” (a little) and he remembered me when i saw him again and smiled and called me the thai speaking farang. he said a bunch of other shit that i didn’t understand and couldn’t reply to but it didn’t matter. in general speaking any kind of thai to thai people always elicits some kind of reaction in my experience. other than just saying kop kuhn kahp,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487185,Thailand_General
"Jun-20-2023, 12:57:27","it's true anywhere in the world, outside of anglo countries, because english is a global standard so they are used to it.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487213,Thailand_General
"Jun-20-2023, 13:00:05",what do you talk about with thai girls on a date? i'm already quiet and autistic and the language barrier will make it worse. i just want to find girls who think i'm attractive and wanna fuck without going on a multi hour date,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487217,Thailand_General
"Jun-20-2023, 13:01:46",koh samui or phuket? not interested in pussy,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487218,Thailand_General
"Jun-20-2023, 13:09:25",yes there's also a good selection of dick at both.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487223,Thailand_General
"Jun-20-2023, 13:18:28","live in bang cock say ""crap"" to the security guard, he says ""crap"" back to me, we nod because we understand each other my property managers name is poonpatchreeeee girlfriends name is poopy take her to fuckit for a three day trip and take some pictures together   meme country, meme language",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487233,Thailand_General
"Jun-20-2023, 13:28:22",this had me kekking,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487242,Thailand_General
"Jun-20-2023, 13:40:37","phuket has some nice beaches in the western part of the island. it's comfy, but very touristy. haven't been to koh samui, but heard it's prettier.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487252,Thailand_General
"Jun-20-2023, 13:48:13","i've heard that someone went to thailand and drank whiskey shot with a still beating snake heart inside. is it possible to find this kind of drink in thailand? i thought it was something they did only in vietnam. i want to try it, where do i need to go? is it possible to find the drink in bangkok?  i don't care if it's safe or not. i want snake powers.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487259,Thailand_General
"Jun-20-2023, 14:47:03",anyone else have a thaifu? i have been traveling to see a lady in thailand about twice a year for about 5 weeks a year total. miss her bros.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487291,Thailand_General
"Jun-20-2023, 15:35:10",is 1000€ good for 5 days just for coomig and bar stuff?,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487317,Thailand_General
"Jun-20-2023, 16:03:42",lmao do you have a cuck fetish?  quick reminder: she doesn't care for your whatsoever,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487329,Thailand_General
"Jun-20-2023, 16:46:20","excluding airfare and lodging, yeah that’s perfect.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487365,Thailand_General
"Jun-20-2023, 18:30:33","going to thailand in november for the first time, going to spend most of my 2 week trip in pattaya and the rest in bangkok.   any advice for coomers? i am learning very basic thai (greetings and directions, things like that) and staying very close to lk metro/soi buakhao area. in bangkok i'll be next to nana plaza.   planning on doing some light sightseeing in both cities but pattaya is mainly for cooming.   also, is $200 usd a good budget for each day?",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487422,Thailand_General
"Jun-20-2023, 19:46:52","tell her you are new to bangkok and want some tips on fun things to do, fun places to go. ask about her family. ask about her job. ask about her favorite foods. ask about her friends, what school was like. you’re talking to a friendly girl who has lived a completely different life from you. ask her anything you want. she will like talking about herself",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487469,Thailand_General
"Jun-20-2023, 20:30:38",where can i buy cialis? not viagra,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487483,Thailand_General
"Jun-20-2023, 20:41:31",why not viagra?,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487490,Thailand_General
"Jun-20-2023, 21:53:28",i prefer talking to people i already have shit in common with desu.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487525,Thailand_General
"Jun-20-2023, 22:48:09",is that why you traveled across the world to date women that grew up in a completely different culture and speak a different language than you,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487543,Thailand_General
"Jun-20-2023, 22:50:00",nta but i prefer cialis too. shit works all day. always ready to fuck. viagra only works for a few hours,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487544,Thailand_General
"Jun-20-2023, 22:56:03","not him, but it is pretty cool when you meet someone from a completely different culture and background and find you still have things in common.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487548,Thailand_General
"Jun-21-2023, 00:22:27","you can find generic tadalafil, just ask around at the pharmacies.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487578,Thailand_General
"Jun-21-2023, 01:38:16",i'm also getting very few matches on tinder compared to philippines but also compared to other countries like my own country (southern europe).  i'm not very tall and hairy (maybe that's a problem for asian people) and a 30+ boomer (but i've set 25+ girls on the app) but as i said i do very well everywhere else. i went to philippines last year and it was fantastic. should i just ditch thailand for philippines again or maybe somewhere else? help me bros,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487610,Thailand_General
"Jun-21-2023, 02:19:37",does anybody here know surat thani at all? how do i kill a few days there without a vehicle? is there an area that's aesthetically relaxing and has good food that's easy to get around on foot?,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487620,Thailand_General
"Jun-21-2023, 02:22:12","ko samui to eat nice food and chill. much better nature than phuket, and fun to explore the island and go to waterfalls etc.  phuket if you need more to do like excursions.   phuket does have some nice resorts and beaches, but generally only in places that are a bit further away from it all. tourism has made things very synthetic, so even places like the elephant sanctuary feel like underwhelming tourist traps compared to what you find in the north.  don't get me wrong, ko samui is full of tourism as well, but the quality of the tourists is generally a lot better, and the island less developed/low key and more respectful of nature.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487623,Thailand_General
"Jun-21-2023, 03:13:23","tinder is shit everywhere in the world now there are dozens/hundreds of other apps almost everywhere has a 'local popular app' stop using tinder, idiot stop using tinder, idiot stop using tinder, idiot once more stop using tinder, idiot",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487637,Thailand_General
"Jun-21-2023, 03:16:11","anybody ever been down to the southernmost states or know what it's like? the us state department says to avoid all travel because muh insurgency but the us state department are pussy faggots so i'm curious about it. are, say, hat yai and pattani good to visit?",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487639,Thailand_General
"Jun-21-2023, 03:19:30","the closer you get to malaysia, the more boring and shitty and muslim everything becomes  if you really enjoy being around a bunch of retarded ugly thai rats now wearing muslim clothes which make them look even more stupid, then go for it i guess",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487642,Thailand_General
"Jun-21-2023, 03:58:09","maybe tinder is fucking with you to force you pay. delete the app and create your profile again with a different email address and so on.  it's been 5 years since i visited thailand, but the amount of matches i got there was insane (and i had sex really easily). back home (southern eurofag too) i was struggling to get even one match.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487657,Thailand_General
"Jun-21-2023, 04:22:22",you don't even sound like you like it here.,http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487665,Thailand_General
"Jun-21-2023, 04:45:34","short time 3000 (+1000) lt 6000 (+1000) $100/$150 for a sea monkey lolololol hahahahaha what the fuck??!! what happened? i paid 2500 back in 2019. i can get a romanian/russian 20yo baby face doll for 150€ in eu for that amount. hell, those are hk prices for a white asian. jesuschrist lmao. i knew that this was going to happen post meme flu but what a scam lol, is nana a instagram spot now too? lol",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487678,Thailand_General
"Jun-21-2023, 04:46:47","my advice would be to change your plans and make better use of the two weeks.  i don't know anything about you, but that sounds depressing as hell and unnecessary unless you're a total window licker.  i'm not against going to bang chicks, but you'll probably want to kill yourself after a week in pattaya surrounded by the world's worst tourists and with little of interest in the daytime unless you enjoy tourist traps.  if you must... i would land, go to pattaya for a few nights, then go somewhere else in the south or the north (there are still chicks to bang there) and actually have a worthwhile travel experience, then come back to bangkok for a few nights before you fly home.  if you really love pattaya and are having a miserable time elsewhere, then you can cut short the middle part and go back before heading back to bangkok. knowing that at least you tried to actually enjoy thailand rather than just hanging out at god awful bars and clubs with screeching whores, angry russians and pathetic arabs and aussies.",http://boards.4chan.org/trv/thread/2486883/thailand-general#p2487680,Thailand_General
