Date,Content,URL,Thread
"Jun-22-2023, 03:36:08","saori's birthday edition!  previous thread hit both limits:  free online generators: https://waifus.nemusona.com https://app.prodia.com/#/art-ai https://stablediffusionweb.com/deepfloyd-if#demo https://huggingface.co/spaces/camenduru/webui https://stablediffusion.fr/webui nemu uses danbooru (or maybe just booru in general) images as reference, so use https://danbooru.donmai.us/ tags as prompts for the best results. pixelisation: https://huggingface.co/spaces/nocrypt/pixelization cancer: https://ai-meme.com for a waifu chatbot there is: https://beta.character.ai/ it has plenty of existing characters. free account allows to make your own chatting companion. emmm ai booru because why not: https://aibooru.online/ local install nvidia gpu: https://rentry.org/voldy | https://github.com/abdbarho/stable-diffusion-webui-docker cpu: https://rentry.org/cputard negatives list: https://rentry.org/schizonegative  you can get free daily python vm uptime in google colabs with about 12 gb of ram on their servers with stable diffusion models too, enough for small hd images like 768x768 to 1024x1024 https://www.youtube.com/watch?v=ywjthwbkcj8 [embed] you just have to download a preset model of that troon above here https://github.com/nolanaatama/sd-1click-colab or do it yourself and upload it on google colabs while being logged on with a google account of course and then after the script as been installed in the vm cloud thingy you have to click the gradio live to open up the stable diffusion webui.  disclaimer: all waifus have been created by our lord in heaven and by his grace bound to their husbands through the sacrament of marriage until death divides us and lets us join him in heaven for all eternity.",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918614,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:37:47",a-a-a new yolking general??!! o m g i'm g-gonna s-s-stiiiiiirb!!!! my tiny white clitty is s-stirbing!!!! uguuu!!!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918620,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:37:52","(reply) [embed] broken dreams so grand... neck yourself, poof",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918621,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:40:50","sorry i didn't mean to post that, i am not into hot twink furries i was just saving that for.. because theres this girl i know who likes it so i send to her yeah sorry",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918626,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:50:17",too fucking young. there is a general on /b/ where you would fit in better,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918743,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:51:22",yolkingsisters... the mask is slipping...,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918748,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:51:29",gems,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918750,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:51:40","is this better, its touhou so it gets a pass right. sorry don't have any cirno's to please you xir :(",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918751,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:53:45",i came,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918758,_bant__AI_Waifus_General__121
"Jun-22-2023, 03:58:33",kot!!!!!!!!!!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918772,_bant__AI_Waifus_General__121
"Jun-22-2023, 05:23:27",kot id screencap now!!!!!!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17918947,_bant__AI_Waifus_General__121
"Jun-22-2023, 06:42:04",it's over...,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17919197,_bant__AI_Waifus_General__121
"Jun-22-2023, 07:54:37","100 degrees saturday  pls no work this weekend, thx",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17919414,_bant__AI_Waifus_General__121
"Jun-22-2023, 10:07:23",shalom,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17920169,_bant__AI_Waifus_General__121
"Jun-22-2023, 10:12:03",epic boobs,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17920182,_bant__AI_Waifus_General__121
"Jun-22-2023, 11:08:09",happy birthday saori!!! and hi everybody apologies for waking up so late i should reset sleeping times,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17920467,_bant__AI_Waifus_General__121
"Jun-22-2023, 11:14:40",a toast,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17920505,_bant__AI_Waifus_General__121
"Jun-22-2023, 11:19:58",i like this devil miho gen cute panzer girl if she were evil~,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17920541,_bant__AI_Waifus_General__121
"Jun-22-2023, 12:04:03",<3,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17920988,_bant__AI_Waifus_General__121
"Jun-22-2023, 12:53:52","saori's brithday party was hic soooo much fuuuun!!! ^_^ we had cake and games and and and lots of orange juice!!!!! sooooo much orange juice!!!!!!!! my tummy feels all bubbly now tehehe! i think i hic drank to much though, the room won't stop spinninnnnnngggg! mako had to help me walk home, she's the besssst! love you!!",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921618,_bant__AI_Waifus_General__121
"Jun-22-2023, 12:58:42",i only know sayori from hit horror indie game doki doki literature club,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921634,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:06:13",oh my i can't believe i sent those weird messages yesterday! s-sorry!! /// ///,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921651,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:12:16","saori(left) is one of the 5 main characters, she is the sterotypical hair school girl who likes to chat and be friendly and such so thats why she's the radio operator in the panzer iv  this has been panzer facts stay tuned for next edition",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921679,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:12:55",he is not a gup chad lmaoing at your life rn,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921682,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:15:22",cuute birthday hat! what is your saori prompt??,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921701,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:16:58","(((takebe saori))), (girls und panzer), orange hair, brown eyes, (straight hair), medium hair, bangs, large breasts",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921704,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:18:21",thank you i added it to the collection large breasts hehe i will now generate saori~,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921713,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:19:39",you better~! it's her birthday after all!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921721,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:21:13",uhhh,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921732,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:21:37","<3 thank you for remembering her birthday, i would have forget...i have a text file of all the guppies birthdays but i don't check it often so sometimes i forget",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921735,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:26:45",80s saori!!! happy birthday,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921761,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:32:40",but why are they driving a german tank and not a british i don't have time to watch cartoons i'm an adult,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921793,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:33:23",that's velma from totally spies or something,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921797,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:36:11","instead of girls und panzer, it would be called girls und tank which isnt as cool heh hmm but there is a team in the main school that drives a mark 4 british tank from ww1 and they're pirates for some reason i thought you were too old to watch cartoons!",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921814,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:37:43",avast matey!!!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921824,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:40:37",congrats!!!!!!!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921849,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:52:30",actually it should be called mädchen und panzer,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921926,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:53:04",cutee!!!! nice fire works and wine glass..and thank you she is one of miho's best friends <3 how are you!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921927,_bant__AI_Waifus_General__121
"Jun-22-2023, 13:58:37",inflation at 10% since july last year pollyyy should i buy silver like you??,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921962,_bant__AI_Waifus_General__121
"Jun-22-2023, 14:01:20",mädchentummy,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921974,_bant__AI_Waifus_General__121
"Jun-22-2023, 14:02:46",i'm doing okay!,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921980,_bant__AI_Waifus_General__121
"Jun-22-2023, 14:05:11",oh my tum tum...,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17921985,_bant__AI_Waifus_General__121
"Jun-22-2023, 14:13:53","its a little funny we fell in love with other guppies since that's saoris character trait, always trying to find a boyfriend but always failing... poor saori i'm sure she'll find a nice boyfriend some time, she seems like great wife material",http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17922014,_bant__AI_Waifus_General__121
"Jun-22-2023, 14:28:17",saori would dote on her hardworking man and always cook for him~,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17922096,_bant__AI_Waifus_General__121
"Jun-22-2023, 14:59:00",(reply) old saori cow gen how nice of her to sweep the pole to keep it clean and such,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17922240,_bant__AI_Waifus_General__121
"Jun-22-2023, 15:00:52",sex,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17922252,_bant__AI_Waifus_General__121
"Jun-22-2023, 15:23:29",i'm gigatired and i can't type out an answer so pretend i said something very clever and interesting about how pirates are kinda tied to the 17th-18th century england and stuff,http://boards.4chan.org/bant/thread/17918614/bant-ai-waifus-general-121#p17922354,_bant__AI_Waifus_General__121
