Date,Content,URL,Thread
"Jun-13-2022, 04:14:10",girls being more than okay with the situation they're in. not just casual nudity.  exhibitionism / cockiness / bedroom eyes are all welcome  time for some healthy confidence,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2694142,Confident_Nudity
"Jun-25-2022, 00:28:32",hot stuff,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2697347,Confident_Nudity
"Jun-28-2022, 13:28:04",(reply) quite a bit of overlap withand 2682835,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2698336,Confident_Nudity
"Jul-17-2022, 02:58:27",she wouldn't care at all.,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2703987,Confident_Nudity
"Aug-08-2022, 00:17:59",no dicks on /e/ dude,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2710597,Confident_Nudity
"Aug-08-2022, 00:19:30",then why are you here fag,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2710600,Confident_Nudity
"Aug-08-2022, 13:03:07",oh please,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2710702,Confident_Nudity
"Aug-16-2022, 02:17:09",<who,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2712858,Confident_Nudity
"Aug-18-2022, 11:20:00","i know who this is but i can't remember the name of the show she's in. her name is hagarumo kitsune, she's a nine-tailed fox in human form.",http://boards.4chan.org/e/thread/2694142/confident-nudity#p2713716,Confident_Nudity
"Sep-19-2022, 00:09:55",2710702 homo,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2722351,Confident_Nudity
"Oct-31-2022, 02:42:42",stfu,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2732566,Confident_Nudity
"Nov-25-2022, 09:06:23",whoso pulleth out this sword...,http://boards.4chan.org/e/thread/2694142/confident-nudity#p2738345,Confident_Nudity
"Nov-27-2022, 23:24:19","that's a short sword, or she's stabbing herself",http://boards.4chan.org/e/thread/2694142/confident-nudity#p2739083,Confident_Nudity
